"","Full.Name","GICS.Sector","GICS.Sub.Industry","environmentScore","socialScore","governanceScore","totalEsg","highestControversy","percentile","ratingYear","ratingMonth","marketCap","beta","overallRisk","avg_price","total_return","avg_log_return","volatility","max_drawdown"
"A","Agilent Technologies","Health Care","Life Sciences Tools & Services",1.12,6.42,6.1,13.64,"2",7.98,2023,9,39751831552,1.054,"8",131.894090807609,-4.74539818434233,-0.000116587194539665,12.7599165856531,-36.3950712172765
"AAL","American Airlines Group","Industrials","Passenger Airlines",9.94,11.65,4.76,26.35,"2",54.48,2023,9,7335383552,1.433,"10",13.9095932787115,-16.6405017554644,-0.000436469129833567,2.03639219648252,-50.7446776347334
"AAPL","Apple Inc.","Information Technology","Technology Hardware, Storage & Peripherals",0.46,7.39,9.37,17.22,"3",17.82,2023,9,3296096681984,1.24,"1",181.327033558531,83.0974658661303,0.00145047584036802,21.5429435134494,-46.759222918152
"ABBV","AbbVie","Health Care","Biotechnology",2.38,17.19,10.36,29.93,"3",68.62,2023,9,341698445312,0.619,"6",157.908420800022,20.8954253328592,0.000455049718174759,15.0091426889128,-32.9233143711375
"ABT","Abbott Laboratories","Health Care","Health Care Equipment",2.27,14.24,8.33,24.83,"3",48.27,2023,9,205534380032,0.722,"7",106.365933139929,3.3673980200336,7.94230857458873e-05,6.04929296512977,-25.4381587929561
"ACGL","Arch Capital Group","Financials","Property & Casualty Insurance",1.47,10.1,10.89,22.46,"2",37.87,2023,9,42855567360,0.596,"5",82.0579426414088,81.0598751129416,0.00142363931008121,11.8957126147868,-45.8307539965777
"ACN","Accenture","Information Technology","IT Consulting & Other Services",0.82,4.61,4.41,9.84,"2",2.63,2023,9,211116474368,1.239,"2",312.863756316701,26.5263079445521,0.000564220787765638,30.4311591202377,-36.3753855317923
"ADBE","Adobe Inc.","Information Technology","Application Software",1.94,5.99,5.15,13.08,"2",6.85,2023,9,231233028096,1.296,"1",493.143396623967,70.4885285087809,0.00127937128776632,87.0691813899037,-49.5021734807654
"ADI","Analog Devices","Information Technology","Semiconductors",9.27,6.68,6.98,22.92,"1",39.7,2023,9,111884697600,1.073,"9",192.743158185311,44.5614039701782,0.000883774993459572,19.0944495646309,-35.9388469527729
"ADM","Archer Daniels Midland","Consumer Staples","Agricultural Products & Services",16.64,10.15,5.01,31.79,"3",74.94,2023,9,28908466176,0.714,"4",70.843684310548,-31.9687667145649,-0.000923748856697404,9.7505244345279,-42.6882317974266
"ADP","Automatic Data Processing","Industrials","Human Resource & Employment Services",2.8,5.54,5.49,13.82,"1",8.36,2023,9,113942003712,0.802,"2",236.799067155026,16.094420352859,0.000357874442649039,14.7040163784574,-24.2542848322739
"ADSK","Autodesk","Information Technology","Application Software",3.68,8.19,4.89,16.76,"0",16.44,2023,9,57698152448,1.476,"2",221.122105393113,39.5625181823951,0.000799382431399662,21.3082453531711,-31.7271590202974
"AEE","Ameren","Utilities","Multi-Utilities",12.85,9.07,5.25,27.17,"2",57.57,2023,9,22804828160,0.458,"7",78.7009090076793,-6.75782107797683,-0.000167793772497646,6.17970341104184,-25.1652748233769
"AEP","American Electric Power","Utilities","Electric Utilities",12.66,8.1,5.38,26.14,"2",53.69,2023,9,55846035456,0.533,"2",85.7112917010294,5.70253597142407,0.000132994481442098,6.59841743773352,-29.9243528937096
"AES","AES Corporation","Utilities","Independent Power Producers & Energy Traders",13.26,8.18,5.26,26.69,"2",55.64,2023,9,13678178304,1.062,"4",19.4925597797741,-39.0608367526735,-0.00118775573929833,3.49819544230853,-55.7097134865219
"AFL","Aflac","Financials","Life & Health Insurance",0.3,9.14,8.9,18.33,"1",21.68,2023,9,61698056192,0.949,"6",78.6678949292197,54.1771413625088,0.00103820629247295,9.99119162295217,-44.5088788149911
"AIG","American International Group","Financials","Multi-line Insurance",1.65,9.67,12.86,24.18,"2",45.53,2023,9,47394791424,1.075,"2",65.0601674221349,22.4376333674048,0.000485447479581133,8.71973878269439,-41.4452454540262
"AIZ","Assurant","Financials","Multi-line Insurance",1.63,10.82,11.66,24.11,"2",45.18,2023,9,10138020864,0.563,"1",151.772823224227,54.2177242963798,0.00103883743906936,22.7447378441733,-46.5648103348509
"AJG","Arthur J. Gallagher & Co.","Financials","Insurance Brokers",0.09,10.92,10.15,21.16,"2",32.55,2023,9,65631498240,0.729,"7",230.230861499549,56.2373255936086,0.00107003832886671,26.5013094205663,-39.4708986209773
"AKAM","Akamai Technologies","Information Technology","Internet Services & Infrastructure",3,7.09,6.93,17.01,"1",17.19,2023,9,15044968448,0.676,"3",98.0761723495556,19.8540601092484,0.000434303719203784,13.1047055738477,-44.8644046432759
"ALB","Albemarle Corporation","Materials","Specialty Chemicals",15.39,4.85,6.33,26.57,"2",55.2,2023,9,10556814336,1.543,"7",162.913110395368,-57.9254079254079,-0.00207608187327358,54.3276669092946,-74.8922970854477
"ALL","Allstate","Financials","Property & Casualty Insurance",1.03,10.13,10.88,22.04,"2",36.23,2023,9,50315587584,0.477,"4",138.008564615934,38.2555227413565,0.000776818707704368,24.5245289263187,-46.4486085541607
"ALLE","Allegion","Industrials","Building Products",10.9,5.84,5.04,21.78,"0",35.28,2023,9,12491554816,1.123,"6",116.699999868585,28.9136492776444,0.000609047023478415,10.4059234156816,-30.7305876418917
"AMAT","Applied Materials","Information Technology","Semiconductor Materials & Equipment",4.49,2.97,5.28,12.74,"1",6.15,2023,9,155474345984,1.541,"1",160.820358513645,103.928447907674,0.00170887050546739,39.4708985011621,-62.0622022615109
"AME","Ametek","Industrials","Electrical Components & Equipment",8.65,8.51,6.73,23.9,"1",44.04,2023,9,39030026240,1.173,"8",157.929904335424,21.7264431049268,0.000471477389598709,13.0595553617957,-27.6729204237373
"AMGN","Amgen","Health Care","Biotechnology",0.73,13.48,7.75,21.96,"3",35.92,2023,9,178823086080,0.605,"2",270.847727798389,27.5864683200939,0.000584230531537127,32.4552370118845,-36.2234712938837
"AMP","Ameriprise Financial","Financials","Asset Management & Custody Banks",2.08,7.83,10.34,20.27,"2",28.96,2023,9,44403879936,1.346,"5",365.003205440832,44.6726315403773,0.000885619401535064,47.8253566625396,-37.3820774414775
"AMT","American Tower","Real Estate","Telecom Tower REITs",2.9,2.85,5.16,10.9,"1",3.52,2023,9,112249135104,0.83,"1",196.038803611646,4.37415543380147,0.000102666440043143,16.068798279891,-32.7991846718622
"AMZN","Amazon","Consumer Discretionary","Broadline Retail",6,15.39,9.22,30.61,"3",71.14,2023,9,1961417768960,1.146,"9",143.729402094937,107.993475454143,0.00175620269835087,31.8627613719336,-58.439998626709
"ANET","Arista Networks","Information Technology","Communications Equipment",0.4,8.88,7.39,16.67,"1",16.21,2023,9,113393524736,1.073,"10",222.270765861256,192.26697062251,0.00257193640655134,71.6483812043406,-70.4934390539131
"ANSS","Ansys","Information Technology","Application Software",3.51,7.32,5.07,15.89,"0",13.72,2023,9,27723399168,1.114,"2",313.491316142835,34.6882392934152,0.000714130895079954,24.0370631981117,-36.1634725585686
"AOS","A. O. Smith","Industrials","Building Products",7.15,11.87,6.42,25.44,"1",50.86,2023,9,11915595776,1.147,"10",75.1216505315315,42.0909772954288,0.000842439692184927,7.97326946031377,-37.1711254550949
"APA","APA Corporation","Energy","Oil & Gas Exploration & Production",21.98,8.88,7.96,38.81,"2",82.83,2021,3,9340100608,3.243,"9",35.4212201634092,-34.6859228135081,-0.00102149303551704,4.9699612528728,-40.9140591991305
"APD","Air Products","Materials","Industrial Gases",7.42,1.5,3.35,12.26,"1",5.41,2023,9,64722276352,0.828,"7",273.376148789693,-9.04198080648748,-0.0002272712552982,21.488330854015,-32.8008491715093
"APH","Amphenol","Information Technology","Electronic Components",7.32,4.64,7.6,19.57,"2",26.41,2023,9,77062520832,1.246,"8",48.8005741794714,76.5706691128662,0.00136343165905097,10.269401395959,-48.1820782378603
"APTV","Aptiv","Consumer Discretionary","Automotive Parts & Equipment",1.45,3.94,5.26,10.66,"1",3.23,2023,9,16498891776,1.793,"6",90.3021770459043,-23.0446464467048,-0.000628164883166715,14.5939711944238,-45.575685769868
"ARE","Alexandria Real Estate Equities","Real Estate","Office REITs",3.91,3.66,6.32,13.89,"0",8.53,2023,9,21814970368,1.173,"9",121.572966434168,-17.0286592266967,-0.00044766170193376,14.5951895341276,-46.3411780049058
"ATO","Atmos Energy","Utilities","Gas Utilities",14.83,13.42,6.36,34.61,"2",82.5,2023,9,21445437440,0.67,"8",115.948038311096,17.5719506125677,0.000388202172249178,4.73223549680128,-21.4012560664888
"AVB","AvalonBay Communities","Real Estate","Multi-Family Residential REITs",2.96,2.05,4.75,9.76,"1",2.56,2023,9,33116518400,0.986,"6",183.43313386908,39.7708951873307,0.000802960271475943,13.3839642265234,-31.7458865722992
"AVGO","Broadcom","Information Technology","Semiconductors",7.34,6,6.64,19.98,"3",27.91,2023,9,758829154304,1.183,"9",102.812358810571,194.175053445599,0.00258754154446401,34.1202171180424,-69.7365031042873
"AVY","Avery Dennison","Materials","Paper & Plastic Packaging Products & Materials",11.42,0.95,3.71,16.07,"1",14.23,2023,9,17797928960,0.895,"7",194.093157973586,21.0905507197516,0.000458917105007004,19.2965092733003,-30.6204241334312
"AWK","American Water Works","Utilities","Water Utilities",9.04,7.58,5,21.62,"1",34.43,2023,9,29209964544,0.691,"2",135.603660601748,-7.12525019561153,-0.000177262294604361,11.3687176339095,-29.4882908029165
"AXP","American Express","Financials","Consumer Finance",0.05,8.85,9.7,18.61,"2",22.7,2023,9,188676046848,1.212,"3",188.29332517779,75.8088651990903,0.00135306289147528,34.138573521715,-45.6165334243474
"AZO","AutoZone","Consumer Discretionary","Automotive Retail",0.11,7.07,3.83,11.02,"2",3.67,2023,9,52974329856,0.709,"6",2688.77239201742,30.8680124632166,0.000645129714283655,244.452696818627,-28.7921584262588
"BA","Boeing","Industrials","Aerospace & Defense",8.84,22.48,8.29,39.6,"4",91.3,2023,9,96371113984,1.575,"9",202.406674763803,-11.0804002068242,-0.000281624934421418,20.9034813152797,-38.2298360466807
"BAC","Bank of America","Financials","Diversified Banks",1.73,15.09,11.48,28.3,"3",62.26,2023,9,306891390976,1.34,"2",33.003492784272,21.6054969892805,0.000469093496465677,4.57401930140677,-42.9639712959813
"BALL","Ball Corporation","Materials","Metal, Glass & Plastic Containers",7.6,0.76,3.74,12.1,"2",5.17,2023,9,20405639168,0.878,"8",57.8150477340917,22.7823742052775,0.000492190136433715,6.04014608806467,-39.4513589427247
"BAX","Baxter International","Health Care","Health Care Equipment",2.83,13.6,7.14,23.57,"3",42.59,2023,9,20539770880,0.593,"4",39.7503110347182,-25.6661482246038,-0.000711279924852527,4.22940086979973,-39.6804274899118
"BBWI","Bath & Body Works, Inc.","Consumer Discretionary","Other Specialty Retail",12.17,10.25,5.88,28.3,"2",62.27,2023,9,6389305856,1.753,"8",39.3445454191363,-28.7798073467415,-0.00081389401222487,5.59670783041178,-45.8606053470835
"BBY","Best Buy","Consumer Discretionary","Computer & Electronics Retail",2.4,9.09,4.4,15.89,"2",13.69,2023,9,21360842752,1.479,"1",77.6885165985692,24.8600882394801,0.000532430768231674,6.39660660781747,-37.3705178162697
"BDX","Becton Dickinson","Health Care","Health Care Equipment",3.04,13.65,7.13,23.82,"3",43.69,2023,9,67647401984,0.447,"10",246.874713039854,-5.37512272908019,-0.000132493456201748,13.6837707646021,-21.9048612149115
"BEN","Franklin Templeton","Financials","Asset Management & Custody Banks",1.12,9.88,7.3,18.3,"2",21.58,2023,9,10643009536,1.408,"7",25.9751913627369,-25.3687347168597,-0.000701704222797373,2.62421632701667,-42.0165559216352
"BG","Bunge Global","Consumer Staples","Agricultural Products & Services",14.39,13.26,5.27,32.92,"3",78.24,2023,9,13837887488,0.637,"3",100.95679406344,6.07931105697011,0.000141527208315063,7.16778191424381,-25.4181777062099
"BIIB","Biogen","Health Care","Biotechnology",0.42,14.46,7.37,22.24,"3",37.02,2023,9,29071065088,-0.057,"3",252.037440359307,-24.8945490813272,-0.000686515701948459,31.11386323726,-40.0993505203801
"BIO","Bio-Rad Laboratories","Health Care","Life Sciences Tools & Services",1.21,9.18,7,17.4,"1",18.38,2023,9,9264203776,0.947,"10",359.872200559771,-20.1477136631454,-0.000539548390502682,64.6732943758574,-47.5208745088065
"BK","BNY Mellon","Financials","Asset Management & Custody Banks",1.13,9.86,9.94,20.93,"2",31.45,2023,9,52254806016,1.067,"1",50.6940191259795,47.3434175914561,0.000929486451487075,7.24291817275479,-41.8499011153544
"BKNG","Booking Holdings","Consumer Discretionary","Hotels, Resorts & Cruise Lines",0.98,10.13,8.13,19.23,"3",25.19,2023,9,135520034816,1.4,"1",3153.66899028577,92.3634887935173,0.00156886466918461,504.446828147513,-50.6636165263299
"BLK","BlackRock","Financials","Asset Management & Custody Banks",0.9,7.36,9.99,18.25,"2",21.43,2023,9,133984739328,1.317,"9",738.196077921744,26.6515961725905,0.000566594228779436,69.6873050464446,-33.6800413935326
"BMY","Bristol Myers Squibb","Health Care","Pharmaceuticals",1.31,14.37,7.07,22.74,"2",39.01,2023,9,100336025600,0.458,"4",56.5364832718407,-30.8746204175726,-0.000885487373894435,9.82665139786383,-46.7865282476981
"BR","Broadridge Financial Solutions","Industrials","Data Processing & Outsourced Services",4.19,7.5,4.94,16.63,"2",16.04,2023,9,24700252160,1.059,"3",179.431053015604,58.1896584961383,0.00109981893860736,23.9824992194292,-39.1352082292313
"BRO","Brown & Brown","Financials","Insurance Brokers",0.13,9.77,10.58,20.48,"1",29.78,2023,9,29438932992,0.829,"4",74.5883731933302,85.578101362261,0.00148274733585839,12.6560760499492,-49.1772075515405
"BSX","Boston Scientific","Health Care","Health Care Equipment",2.36,11.85,8.89,23.11,"2",40.67,2023,9,122978729984,0.797,"8",59.2018899233147,77.7657115828424,0.00137960736271851,10.6210557858143,-44.8710115565877
"BWA","BorgWarner","Consumer Discretionary","Automotive Parts & Equipment",2.67,4.21,5.71,12.59,"2",5.92,2023,9,7493600256,1.182,"1",37.442636211523,-3.88994491176326,-9.51468680432436e-05,4.36431895149913,-35.7614497181877
"BX","Blackstone Inc.","Financials","Asset Management & Custody Banks",2.52,9.57,11.29,23.39,"2",41.78,2023,9,188779577344,1.5,"10",108.784736779318,86.9959355659376,0.00150099927023688,17.8071384548165,-46.9920624970783
"BXP","BXP, Inc.","Real Estate","Office REITs",2.54,4.52,5.45,12.51,"1",5.77,2023,9,14431182848,1.199,"10",62.0002392490515,12.9090335027978,0.000291156583399298,6.92248193158318,-39.9515124103483
"C","Citigroup","Financials","Diversified Banks",1.8,13.75,13.69,29.24,"4",65.93,2023,9,113113464832,1.435,"1",51.5113397534384,36.8283116206114,0.000751934662059663,7.70120887199457,-43.4403175073896
"CAG","Conagra Brands","Consumer Staples","Packaged Foods & Meats",10.71,15.42,4.7,30.83,"2",71.86,2023,9,15617014784,0.309,"6",31.5622727517306,-19.6497571679563,-0.000524640459545853,3.62799523735553,-36.5234360811882
"CAH","Cardinal Health","Health Care","Health Care Distributors",1.17,7.33,6.36,14.86,"3",10.83,2023,9,27622834176,0.616,"1",94.0570575038782,46.9047260383279,0.000922335895636502,11.5959293749093,-40.3130941905547
"CAT","Caterpillar Inc.","Industrials","Construction Machinery & Heavy Transportation Equipment",10.43,17.69,8.06,36.17,"4",86.38,2023,9,171503566848,1.089,"6",283.620597547321,49.0706626024258,0.000957434659933581,48.0465942438087,-45.755337036208
"CB","Chubb Limited","Financials","Property & Casualty Insurance",1.46,11.54,10.61,23.6,"2",42.77,2023,9,117455929344,0.674,"8",226.36870863335,28.7221937655369,0.000605482876445084,26.8930804125596,-34.9285653688087
"CBOE","Cboe Global Markets","Financials","Financial Exchanges & Data",2.73,7.58,10.64,20.95,"1",31.57,2023,9,22355052544,0.673,"2",160.618253662255,62.5900347655916,0.00116561564135018,24.1681296740315,-44.3297523541477
"CBRE","CBRE Group","Real Estate","Real Estate Services",1.46,1.89,4.64,7.98,"1",1.56,2023,9,36618518528,1.4,"3",84.9048086832585,46.7873480443306,0.000920419044350265,10.1460039205316,-43.8092772604013
"CCI","Crown Castle","Real Estate","Telecom Tower REITs",4.08,1.67,4.35,10.1,"0",2.79,2023,9,52256673792,0.861,"4",111.19095702833,-19.0080264475385,-0.000505563856523987,14.7295996305581,-43.6934553756424
"CCL","Carnival","Consumer Discretionary","Hotels, Resorts & Cruise Lines",9.4,10.13,4.96,24.49,"3",46.81,2023,9,23359668224,2.693,"10",14.4150000314393,107.02635425795,0.00174502617369107,2.9203491555025,-58.7046626670981
"CDNS","Cadence Design Systems","Information Technology","Application Software",2.33,4.88,4.81,12.02,"0",5.06,2023,9,75243003904,1.02,"3",251.809162450179,68.4602816988106,0.00125067102901132,41.1153097826655,-51.9754967682212
"CDW","CDW","Information Technology","Technology Distributors",2.48,3.21,3.52,9.21,"0",2.18,2023,9,29830193152,1.033,"3",210.069688970392,25.6977362232919,0.000548465036174334,22.8318427931738,-36.7394392633082
"CE","Celanese","Materials","Specialty Chemicals",14.7,5.86,5.57,26.13,"2",53.65,2023,9,13741040640,1.294,"5",130.718612433621,27.7011933023955,0.000586385903076875,18.1297409894891,-42.0749431524431
"CF","CF Industries","Materials","Fertilizers & Agricultural Chemicals",16.19,7.73,5.42,29.33,"1",66.33,2023,9,14698166272,0.946,"2",77.6680383271578,1.39109143636508,3.31296058808344e-05,5.54298128620565,-33.4291047623223
"CFG","Citizens Financial Group","Financials","Regional Banks",1.96,10.15,11.43,23.54,"2",42.45,2023,9,18201001984,1.328,"9",32.6265071841518,8.90463082839053,0.000204562030511746,5.51154288525409,-48.5605008767969
"CHD","Church & Dwight","Consumer Staples","Household Products",6.89,6.31,6.66,19.86,"1",27.47,2023,9,25759404032,0.54,"4",95.8312680550169,24.2136081726241,0.000519982120183658,7.29632615666073,-27.6225999443015
